Micro_Expression_Rate,Eye_Movement_Variability,Heart_Rate_Variability,Breathing_Rate,Reaction_Time_ms,Error_Rate_Per_Task,Sleep_Hours_Last_Night,Caffeine_Intake_mg,Experience_Level,Time_Of_Day,Task_Type,Subconscious_Stability_Score
19.4,34.3,58.9,16.5,313.1,3.9,7.1,121.3,Intermediate,Morning,Analytical,84.0
15.0,28.1,68.9,13.2,304.3,5.8,4.3,-38.3,Intermediate,Afternoon,Analytical,85.6
15.1,27.2,69.8,16.4,384.4,3.1,5.0,58.3,Beginner,Evening,Cognitive,75.4
15.8,36.4,35.3,10.8,272.4,5.2,4.7,39.5,Beginner,Evening,Cognitive,73.1
10.1,24.9,68.9,14.9,327.4,4.0,9.2,,Beginner,Morning,Analytical,84.4
17.5,23.1,76.5,20.0,255.5,1.6,8.9,165.5,Beginner,Morning,Analytical,78.2
10.0,32.8,62.6,19.1,219.6,4.0,9.9,80.8,Intermediate,Morning,Analytical,92.9
11.2,39.6,69.5,13.9,379.8,6.2,3.7,130.7,Beginner,Afternoon,Analytical,68.9
10.8,34.5,72.8,11.4,384.3,4.0,4.9,37.0,Beginner,Evening,Cognitive,81.0
14.3,21.6,62.2,9.5,295.7,3.3,,190.6,Intermediate,Afternoon,Creative,82.2
13.6,26.3,68.1,17.9,322.5,6.8,5.8,62.8,Expert,Afternoon,Analytical,86.5
15.0,35.9,60.1,16.8,305.5,4.8,8.0,186.7,Intermediate,Evening,Cognitive,81.6
11.4,39.5,59.5,17.2,305.6,1.2,6.3,184.3,Beginner,Afternoon,Analytical,79.4
19.0,31.4,53.4,21.1,295.6,3.4,6.2,135.4,Beginner,Morning,Creative,79.9
18.3,26.5,61.7,16.5,343.0,4.5,4.3,141.2,Expert,Afternoon,Cognitive,79.8
14.3,39.9,78.9,16.7,300.9,4.5,6.1,59.3,Beginner,Evening,Cognitive,71.8
13.1,29.6,51.0,11.8,340.8,5.0,7.6,22.8,Beginner,Evening,Creative,66.5
12.7,26.4,66.2,20.9,718.4,3.7,5.5,256.0,Intermediate,Afternoon,Creative,53.9
13.8,25.4,63.2,15.5,339.5,3.6,,133.0,Intermediate,Afternoon,Cognitive,83.4
9.4,22.8,74.7,13.5,326.2,4.0,5.4,97.4,Intermediate,Evening,Creative,79.9
11.2,47.0,76.6,16.6,291.4,5.6,5.8,70.7,Beginner,Afternoon,Analytical,82.5
18.4,38.5,50.8,22.0,319.3,2.6,5.9,,Beginner,Morning,Creative,66.8
16.2,26.1,54.3,22.4,236.5,3.9,7.7,31.2,Expert,Evening,Creative,94.9
21.5,40.4,54.8,13.1,397.0,4.5,,177.3,Beginner,Evening,Cognitive,64.4
13.8,33.2,55.2,19.5,272.1,2.9,9.8,78.2,Intermediate,Morning,Creative,81.7
13.6,32.8,56.0,17.0,224.1,4.9,8.2,63.3,Intermediate,Afternoon,Cognitive,84.3
13.4,25.7,63.5,19.0,314.8,4.7,7.5,157.8,Intermediate,Afternoon,Analytical,74.8
13.7,26.9,51.5,16.8,337.7,-0.1,9.7,88.4,Beginner,Morning,Creative,73.0
,29.7,52.9,17.8,386.2,4.1,7.4,84.1,Beginner,Evening,Creative,66.6
16.1,18.2,52.1,20.0,332.2,6.8,7.9,187.9,Intermediate,Afternoon,Cognitive,75.8
15.1,27.1,64.9,10.8,366.3,7.0,8.4,50.9,Expert,Evening,Cognitive,86.5
13.0,30.0,59.4,17.1,366.5,5.4,7.3,54.4,Expert,Morning,Creative,87.0
20.0,37.9,57.6,12.5,361.6,6.5,6.9,6.5,Beginner,Afternoon,Cognitive,71.0
22.6,26.3,51.6,14.6,263.3,3.7,6.8,118.5,Beginner,Morning,Creative,72.1
19.7,34.9,44.0,16.0,345.5,5.1,6.1,84.7,Expert,Evening,Analytical,73.7
17.2,17.6,76.3,13.0,250.7,4.3,6.3,231.7,Intermediate,Afternoon,Creative,81.7
18.0,37.0,57.1,14.3,419.7,5.3,8.6,84.5,Expert,Afternoon,Analytical,81.4
22.4,24.6,87.1,11.8,354.9,7.7,,159.0,Beginner,Morning,Analytical,79.0
18.0,30.8,67.7,14.2,288.8,6.0,7.2,67.8,Intermediate,Morning,Cognitive,79.0
12.7,32.4,78.3,17.5,338.8,3.3,7.0,169.0,Intermediate,Morning,Cognitive,84.2
16.6,31.3,69.9,18.6,269.5,7.2,4.9,207.1,Intermediate,Morning,Cognitive,88.3
17.5,29.4,61.6,13.7,242.3,4.5,8.3,88.6,Intermediate,Afternoon,Cognitive,87.0
11.0,22.6,54.0,20.0,363.8,5.3,5.0,109.9,Beginner,Afternoon,Creative,69.8
,24.7,,17.7,271.0,3.5,5.9,107.1,Intermediate,Afternoon,Analytical,76.4
19.4,36.0,71.2,20.3,310.9,5.5,6.9,136.2,Beginner,Afternoon,Creative,69.3
7.7,26.4,62.7,10.7,330.3,4.8,9.2,179.3,Intermediate,Morning,Analytical,85.3
,29.4,66.2,16.9,310.9,6.3,7.8,82.6,Expert,Morning,Analytical,84.3
14.3,21.0,68.1,17.8,268.6,3.0,7.5,183.0,Beginner,Morning,Analytical,78.7
16.4,35.2,63.6,10.8,323.0,5.9,9.0,132.2,Expert,Evening,Creative,76.9
9.6,22.1,55.3,23.2,327.4,-0.9,6.6,214.6,Beginner,Afternoon,Cognitive,72.8
14.5,35.5,70.1,14.1,363.6,2.8,10.0,140.3,Intermediate,Morning,Creative,90.7
19.6,23.6,58.0,17.6,442.2,1.3,7.8,35.7,Expert,Morning,Analytical,77.5
15.3,36.1,60.9,18.8,221.2,4.7,7.2,162.8,Beginner,Evening,Creative,70.4
18.8,30.1,67.2,16.3,280.1,5.9,4.3,120.6,Beginner,Afternoon,Analytical,74.6
12.6,26.6,59.4,20.2,331.1,4.0,,103.1,Intermediate,Afternoon,Cognitive,74.3
11.8,39.6,41.8,22.0,370.5,6.7,7.8,151.2,Beginner,Afternoon,Cognitive,64.8
,29.6,70.4,12.7,337.3,2.5,6.7,73.3,Intermediate,Morning,Creative,72.6
16.5,27.8,72.5,16.3,376.1,1.2,,108.6,Expert,Evening,Cognitive,81.3
10.3,35.5,41.7,18.7,246.0,5.4,10.0,,Intermediate,Evening,Analytical,79.8
11.8,21.1,49.6,11.1,304.1,6.3,5.8,160.9,Beginner,Morning,Analytical,77.5
21.3,14.8,80.2,19.2,393.1,4.2,7.5,100.5,Intermediate,Evening,Cognitive,81.1
,36.9,62.3,21.1,277.0,7.6,7.1,128.6,Intermediate,Evening,Cognitive,74.7
18.7,25.0,60.0,19.9,175.0,5.0,8.0,129.9,Beginner,Morning,Cognitive,75.1
13.1,35.2,55.7,17.3,279.2,4.8,4.1,149.6,Intermediate,Afternoon,Creative,76.9
15.0,30.3,49.7,20.6,341.9,3.1,8.0,91.5,Intermediate,Morning,Creative,82.2
16.2,23.0,58.1,17.1,316.5,1.4,9.4,192.3,Intermediate,Morning,Analytical,82.8
6.6,33.6,69.7,12.0,255.8,3.5,4.1,182.2,Beginner,Afternoon,Creative,70.1
9.1,27.5,59.8,14.4,283.9,7.2,5.6,232.7,Intermediate,Morning,Creative,78.1
15.3,23.5,66.1,15.2,253.5,4.4,7.8,65.9,Beginner,Evening,Analytical,77.8
12.1,23.7,77.7,15.8,259.3,3.2,6.8,131.0,Beginner,Evening,Analytical,88.6
19.0,19.6,54.2,15.7,276.1,2.2,8.0,24.8,Expert,Morning,Cognitive,99.4
8.6,32.4,63.0,15.0,325.3,5.1,8.1,52.6,Intermediate,Afternoon,Cognitive,84.8
17.3,24.4,70.0,16.7,200.6,1.8,7.3,,Beginner,Evening,Creative,78.7
9.5,29.8,50.7,20.5,388.3,4.7,9.6,113.0,Beginner,Evening,Analytical,71.3
13.6,28.9,61.8,16.6,314.8,3.1,8.1,62.0,Beginner,Evening,Creative,78.0
10.7,24.4,78.7,17.9,264.7,3.5,5.0,166.7,Beginner,Morning,Creative,79.5
22.6,20.9,56.6,9.4,271.3,5.3,8.1,140.2,Beginner,Afternoon,Analytical,71.6
9.6,45.2,70.7,16.4,288.3,2.1,7.0,-23.6,Beginner,Afternoon,Analytical,84.7
14.5,29.7,58.6,19.3,320.3,4.0,7.8,186.3,Intermediate,Evening,Analytical,77.7
8.1,40.9,78.0,19.7,327.6,0.9,8.8,123.7,Intermediate,Morning,Analytical,92.9
21.4,37.0,43.5,19.4,310.3,3.8,9.4,87.2,Intermediate,Evening,Creative,69.5
16.6,28.1,60.6,16.9,282.2,5.0,7.1,,Intermediate,Morning,Creative,85.6
15.5,31.1,,17.2,319.5,5.6,8.3,147.7,Beginner,Evening,Creative,64.4
20.9,30.9,53.0,14.0,216.3,6.3,5.4,91.1,Expert,Afternoon,Analytical,86.1
15.6,41.1,,18.5,259.2,5.3,6.3,111.1,Expert,Afternoon,Cognitive,89.4
15.9,35.0,57.3,14.0,286.2,3.2,6.2,123.2,Expert,Afternoon,Creative,81.1
15.5,25.2,48.1,18.0,252.9,0.4,8.6,151.5,Expert,Morning,Cognitive,89.3
17.3,32.1,59.3,16.1,309.1,6.0,9.6,,Expert,Morning,Cognitive,86.7
13.0,34.8,,16.0,253.1,3.0,11.8,210.8,Intermediate,Morning,Cognitive,100.0
14.1,22.9,44.7,19.0,405.7,1.1,8.3,13.4,Beginner,Morning,Analytical,75.1
18.2,33.0,53.7,17.7,247.1,7.7,8.7,85.6,Intermediate,Morning,Analytical,82.2
16.1,38.1,85.4,16.8,395.6,3.9,4.4,184.9,Intermediate,Evening,Creative,77.0
14.5,24.9,63.3,14.5,219.7,5.0,4.3,243.7,Intermediate,Afternoon,Creative,81.3
9.4,25.7,41.8,20.8,420.3,4.5,5.7,189.9,Intermediate,Morning,Analytical,76.3
21.0,37.0,46.0,17.0,349.2,4.0,5.1,150.4,Beginner,Evening,Analytical,76.6
12.4,27.9,62.3,18.2,359.6,3.2,7.8,172.6,Beginner,Afternoon,Cognitive,68.9
18.9,24.1,61.0,16.2,251.7,2.8,9.6,170.7,Expert,Evening,Analytical,86.8
15.7,35.3,54.1,13.9,303.9,8.5,7.0,85.4,Intermediate,Afternoon,Analytical,75.4
9.8,33.5,81.9,17.1,307.1,1.1,6.0,156.6,Intermediate,Morning,Analytical,94.1
20.0,30.6,86.2,14.2,315.0,3.1,7.5,62.0,Beginner,Afternoon,Analytical,85.6
16.0,36.7,57.4,17.3,383.6,2.2,5.9,128.2,Beginner,Afternoon,Cognitive,73.9
20.3,37.2,68.7,6.2,354.6,5.0,6.2,90.8,Expert,Morning,Creative,87.2
14.3,29.5,69.2,14.8,311.7,3.2,6.7,148.7,Intermediate,Morning,Cognitive,84.8
17.8,41.8,70.6,16.0,370.0,3.0,7.6,88.3,Intermediate,Morning,Analytical,77.7
7.9,39.5,53.6,13.1,379.2,5.3,4.5,124.5,Intermediate,Morning,Analytical,82.1
13.0,18.1,79.4,17.1,291.6,7.9,4.0,59.8,Intermediate,Afternoon,Creative,81.0
9.9,23.8,59.3,14.7,290.1,2.3,5.7,97.9,Beginner,Afternoon,Creative,74.4
13.5,16.5,64.2,16.0,428.1,0.9,7.8,189.8,Intermediate,Morning,Creative,75.4
16.9,28.1,60.0,14.3,308.0,4.1,5.1,8.6,Intermediate,Afternoon,Cognitive,83.6
12.6,22.7,,18.9,287.9,5.7,9.8,123.7,Intermediate,Afternoon,Creative,81.5
18.5,25.1,62.8,17.6,312.3,3.6,,204.3,Intermediate,Morning,Analytical,84.6
11.6,36.5,48.1,16.9,373.7,5.3,8.0,173.6,Expert,Morning,Analytical,81.0
18.5,19.5,40.3,16.2,355.9,2.9,8.3,125.1,Beginner,Morning,Analytical,74.9
20.2,30.8,57.9,23.6,313.7,8.8,7.6,165.0,Expert,Afternoon,Cognitive,83.8
19.1,30.7,51.2,15.5,553.4,5.2,7.8,115.5,Beginner,Morning,Creative,61.4
13.6,29.5,,13.9,332.5,3.0,8.9,164.1,Intermediate,Afternoon,Creative,79.8
6.5,30.8,64.3,12.5,312.9,2.5,,193.8,Beginner,Afternoon,Creative,74.1
17.3,16.6,60.1,18.7,305.0,4.5,7.5,134.2,Beginner,Afternoon,Creative,79.0
14.5,25.1,74.8,20.9,327.4,5.3,9.9,180.2,Intermediate,Morning,Analytical,86.2
11.1,39.3,59.9,13.5,299.2,1.4,7.1,59.1,Beginner,Morning,Cognitive,89.3
12.8,22.8,45.4,15.1,323.5,4.0,6.3,50.5,Intermediate,Afternoon,Creative,88.3
20.7,40.0,57.8,14.9,317.5,5.5,4.8,166.9,Expert,Evening,Analytical,78.9
10.5,21.6,71.7,15.6,247.5,4.7,5.9,,Beginner,Evening,Analytical,69.0
16.9,20.8,41.2,10.7,293.5,5.2,8.8,125.5,Intermediate,Afternoon,Cognitive,79.4
15.9,24.3,59.1,18.4,307.1,7.0,6.9,173.1,Intermediate,Afternoon,Creative,82.0
13.6,36.8,65.8,19.6,413.0,-2.2,7.7,-56.2,Intermediate,Afternoon,Cognitive,89.6
17.6,26.7,86.5,10.3,312.0,4.4,7.1,156.7,Beginner,Evening,Creative,75.1
21.5,32.1,72.1,21.3,333.7,-0.7,5.2,90.5,Beginner,Morning,Cognitive,82.3
13.8,30.4,61.3,20.9,427.6,3.9,6.6,,Beginner,Evening,Creative,61.1
14.0,29.7,65.2,6.8,241.0,6.6,5.7,166.5,Beginner,Afternoon,Creative,76.7
17.5,37.6,41.0,9.5,243.3,3.7,6.3,125.0,Beginner,Afternoon,Cognitive,72.3
18.7,34.6,49.5,15.6,281.1,2.1,5.7,87.2,Intermediate,Morning,Creative,81.1
14.5,23.1,66.5,19.9,303.3,5.7,7.7,197.0,Expert,Afternoon,Cognitive,87.6
,28.3,61.6,16.9,308.4,4.3,8.2,198.4,Expert,Afternoon,Cognitive,92.5
6.1,40.5,62.9,16.1,294.5,4.4,7.1,71.6,Intermediate,Morning,Creative,88.0
11.9,31.9,60.3,17.7,258.3,8.3,4.0,190.3,Beginner,Morning,Creative,80.6
,21.0,59.9,13.6,368.7,1.0,5.0,180.9,Beginner,Evening,Cognitive,70.9
,21.4,61.0,19.8,297.3,2.7,8.0,136.6,Beginner,Afternoon,Analytical,78.2
14.0,35.3,49.4,15.7,379.2,4.8,5.9,169.8,Beginner,Afternoon,Cognitive,71.2
13.9,34.2,57.7,11.1,269.1,6.4,5.9,154.0,Intermediate,Morning,Analytical,86.2
15.0,24.5,47.6,13.6,418.0,2.1,7.1,57.7,Intermediate,Afternoon,Analytical,66.7
11.5,34.5,53.8,17.1,236.7,3.2,5.8,141.5,Beginner,Afternoon,Cognitive,77.3
21.2,39.6,72.0,15.1,319.3,3.9,3.8,,Beginner,Afternoon,Cognitive,74.9
20.2,38.7,58.2,14.8,270.1,3.7,5.6,54.8,Expert,Afternoon,Cognitive,96.1
21.5,39.6,66.0,16.6,321.8,5.4,6.4,73.0,Intermediate,Afternoon,Analytical,70.6
17.7,33.3,61.2,17.1,271.0,3.9,6.2,,Beginner,Afternoon,Cognitive,81.8
14.9,28.9,56.2,12.3,212.7,5.3,8.1,15.6,Expert,Morning,Cognitive,97.2
21.5,27.6,49.9,19.7,281.0,1.6,7.1,85.4,Expert,Evening,Creative,85.1
12.3,29.9,56.0,15.6,399.8,4.3,7.0,186.5,Beginner,Afternoon,Creative,69.2
11.5,24.7,61.8,17.3,270.0,4.1,,42.6,Beginner,Morning,Creative,85.1
12.6,27.8,65.8,16.3,345.4,5.7,4.7,47.9,Intermediate,Afternoon,Cognitive,78.5
17.1,37.7,61.2,14.8,320.3,9.0,,235.0,Expert,Evening,Cognitive,80.4
12.0,20.3,66.5,18.7,297.3,5.9,9.5,62.9,Expert,Morning,Cognitive,88.9
14.4,20.8,44.8,16.2,422.2,2.6,6.8,,Beginner,Morning,Analytical,71.8
8.6,35.0,68.7,16.2,304.3,5.3,6.4,150.1,Beginner,Afternoon,Analytical,81.3
16.9,27.9,48.7,8.5,328.5,3.9,9.0,108.2,Intermediate,Morning,Creative,78.0
8.9,18.4,69.8,18.5,324.3,3.3,6.6,117.3,Intermediate,Evening,Analytical,82.8
11.3,29.6,65.0,15.5,398.8,2.9,7.5,71.7,Beginner,Morning,Analytical,66.3
19.9,28.8,41.3,18.3,245.1,2.8,7.4,81.1,Expert,Evening,Analytical,85.7
19.7,27.4,67.4,20.9,432.2,1.7,,139.4,Intermediate,Morning,Creative,74.0
16.5,34.1,70.0,18.5,396.0,1.4,5.4,47.9,Expert,Morning,Creative,86.7
,22.0,72.6,16.2,339.9,5.3,7.7,205.8,Expert,Evening,Analytical,85.4
12.9,30.1,,15.1,350.9,3.3,5.7,12.6,Intermediate,Afternoon,Cognitive,70.1
11.9,28.7,61.8,23.6,308.6,4.4,,132.9,Intermediate,Afternoon,Creative,78.6
,30.2,,17.5,327.5,2.3,8.4,56.2,Intermediate,Morning,Analytical,74.7
8.9,19.6,67.4,16.6,341.0,5.2,6.2,148.3,Beginner,Afternoon,Cognitive,75.1
16.0,26.9,64.1,15.5,274.6,2.6,6.0,61.8,Intermediate,Afternoon,Cognitive,85.7
15.2,30.1,,13.3,396.0,1.3,7.3,155.5,Beginner,Evening,Creative,65.3
11.3,33.2,69.9,10.1,331.2,7.1,,168.9,Intermediate,Evening,Cognitive,74.8
21.3,41.1,69.9,20.6,327.1,4.4,10.6,174.2,Beginner,Afternoon,Creative,71.9
17.4,34.8,58.5,13.7,276.7,3.4,8.7,90.8,Beginner,Afternoon,Analytical,86.6
17.8,32.8,52.2,15.4,378.5,3.6,8.7,210.4,Beginner,Afternoon,Creative,62.0
13.1,37.6,52.7,15.7,317.7,3.3,7.0,123.3,Beginner,Afternoon,Cognitive,76.8
15.0,28.2,73.6,20.3,293.7,5.0,,117.5,Intermediate,Morning,Creative,93.2
17.5,39.3,69.5,13.7,265.7,0.9,7.3,153.1,Intermediate,Morning,Creative,79.0
15.6,36.7,,16.8,311.9,0.4,6.9,22.0,Intermediate,Morning,Analytical,91.5
21.4,27.3,58.0,17.5,261.5,4.2,7.6,106.3,Beginner,Morning,Cognitive,81.0
,41.5,42.3,11.8,337.3,0.5,7.4,141.8,Beginner,Morning,Creative,65.8
13.0,32.7,59.2,11.6,358.7,0.2,5.0,85.0,Beginner,Afternoon,Analytical,76.0
17.5,43.2,48.1,13.9,300.3,5.8,6.0,117.7,Beginner,Evening,Analytical,57.7
9.9,31.8,61.6,16.7,331.8,4.3,7.6,,Expert,Afternoon,Analytical,80.6
18.7,26.6,71.9,16.3,381.0,4.4,,72.0,Beginner,Morning,Analytical,77.4
9.8,25.4,50.2,15.6,311.4,1.8,8.0,168.1,Beginner,Morning,Analytical,76.9
17.6,27.9,62.4,18.0,314.7,6.8,7.1,82.5,Beginner,Afternoon,Creative,64.9
12.4,26.6,70.0,13.4,320.3,6.0,8.4,124.9,Beginner,Morning,Creative,90.9
16.9,37.6,62.2,15.5,586.9,1.3,6.8,,Intermediate,Afternoon,Cognitive,65.6
18.6,29.8,54.8,15.7,302.4,3.8,,169.5,Intermediate,Evening,Creative,67.2
15.6,20.3,60.1,13.5,281.6,3.2,4.3,142.4,Beginner,Morning,Cognitive,76.9
,31.3,69.6,22.9,341.5,3.9,,164.7,Beginner,Morning,Cognitive,72.7
11.4,30.8,,9.5,316.4,6.2,5.8,109.4,Beginner,Afternoon,Cognitive,79.6
12.1,27.2,60.0,19.7,349.9,3.2,7.5,94.2,Beginner,Evening,Creative,62.5
7.4,31.6,71.6,18.4,371.1,6.0,,182.1,Beginner,Evening,Analytical,75.8
19.5,29.7,65.1,18.4,267.5,0.5,8.1,9.6,Expert,Evening,Cognitive,88.6
15.4,33.8,48.0,16.3,278.2,2.8,7.6,,Intermediate,Morning,Analytical,74.2
10.5,33.4,,20.0,354.6,3.2,6.3,105.1,Intermediate,Evening,Cognitive,84.2
20.8,32.2,69.5,14.7,307.3,2.9,7.3,130.7,Intermediate,Morning,Creative,84.5
12.2,22.2,47.6,17.2,324.0,4.0,6.3,174.1,Intermediate,Morning,Cognitive,81.9
16.0,42.7,37.3,16.2,324.2,4.3,7.5,132.4,Intermediate,Evening,Creative,65.0
11.7,20.7,,15.3,272.6,4.5,6.2,106.9,Intermediate,Evening,Analytical,77.2
6.9,29.2,59.0,16.4,345.3,5.8,7.6,,Intermediate,Morning,Creative,83.9
9.5,23.4,70.1,13.2,332.4,5.5,9.0,137.0,Beginner,Morning,Analytical,86.5
13.2,32.4,51.1,14.0,269.6,1.0,5.1,127.8,Intermediate,Morning,Creative,92.9
18.6,30.8,65.6,20.7,311.7,4.3,6.0,216.1,Intermediate,Morning,Cognitive,72.9
16.4,29.0,,24.6,314.5,2.8,6.0,178.1,Expert,Morning,Cognitive,75.5
15.6,39.1,61.8,17.6,357.4,5.6,7.5,279.3,Intermediate,Evening,Creative,78.3
7.0,36.7,55.9,18.5,378.7,6.6,8.3,2.8,Intermediate,Afternoon,Analytical,80.5
20.1,28.0,81.0,16.8,319.6,5.7,4.4,197.7,Beginner,Evening,Analytical,84.1
15.9,34.8,41.1,17.4,236.0,7.8,,209.1,Intermediate,Evening,Analytical,73.7
14.5,39.4,59.9,17.6,356.3,5.5,7.0,79.1,Beginner,Afternoon,Creative,84.1
19.5,36.6,41.0,19.1,429.9,6.0,,113.0,Beginner,Evening,Creative,61.7
20.0,29.2,54.5,20.6,355.9,2.4,5.7,125.2,Beginner,Afternoon,Creative,60.8
19.6,20.5,43.0,13.3,306.4,4.0,,93.1,Intermediate,Morning,Creative,66.8
14.0,31.9,83.0,24.5,340.1,5.4,7.4,99.6,Beginner,Afternoon,Analytical,81.3
,34.0,56.4,16.4,360.0,4.6,9.7,318.4,Beginner,Afternoon,Analytical,69.8
19.0,25.4,57.9,16.4,325.7,2.2,10.3,120.1,Expert,Evening,Creative,85.0
9.5,30.1,59.6,14.8,385.7,2.2,8.2,155.4,Beginner,Evening,Creative,68.4
22.8,29.5,48.7,14.8,263.4,0.4,6.6,142.5,Intermediate,Afternoon,Analytical,76.7
15.1,38.3,70.6,17.8,299.8,4.7,7.7,125.6,Intermediate,Evening,Analytical,80.5
10.8,41.1,66.4,17.9,343.0,1.9,7.9,52.6,Beginner,Morning,Cognitive,76.2
10.1,37.1,69.2,17.7,354.9,5.3,,177.9,Intermediate,Evening,Creative,73.9
9.9,29.5,47.8,14.6,292.6,5.4,7.6,117.2,Beginner,Afternoon,Cognitive,74.9
15.6,36.9,71.4,7.9,297.4,4.4,7.8,26.6,Intermediate,Morning,Analytical,96.5
15.0,33.9,70.2,10.6,286.7,4.8,8.6,129.7,Intermediate,Afternoon,Analytical,95.3
10.1,29.6,57.7,16.0,282.8,6.0,,138.5,Intermediate,Afternoon,Creative,83.5
13.6,42.6,69.0,17.0,346.0,6.3,4.3,189.6,Intermediate,Morning,Cognitive,77.7
,25.6,62.7,14.7,318.1,-0.5,8.9,39.1,Beginner,Evening,Analytical,83.4
17.4,33.6,44.1,13.9,384.9,5.4,7.2,113.0,Beginner,Morning,Cognitive,72.3
14.8,35.0,58.2,16.9,265.3,5.0,5.8,79.1,Intermediate,Evening,Cognitive,76.9
13.5,28.3,55.2,15.7,312.1,4.6,5.0,70.0,Intermediate,Afternoon,Cognitive,78.1
9.8,33.4,60.9,14.6,356.8,4.9,7.5,133.5,Expert,Morning,Cognitive,95.8
13.8,35.7,70.2,11.2,337.2,3.4,7.1,93.3,Expert,Afternoon,Cognitive,91.6
13.3,31.5,43.6,13.5,265.1,-0.8,5.4,150.2,Expert,Afternoon,Creative,74.8
16.3,32.8,55.6,18.8,377.6,2.8,7.0,66.4,Intermediate,Afternoon,Creative,72.7
,30.6,51.8,13.1,324.8,0.3,8.6,111.5,Beginner,Afternoon,Cognitive,74.2
18.2,34.8,52.2,18.0,415.9,0.7,9.3,137.2,Intermediate,Afternoon,Creative,71.7
13.1,28.6,51.8,20.2,313.4,6.1,7.2,145.1,Intermediate,Afternoon,Analytical,73.4
7.6,28.1,60.7,13.6,377.9,2.9,7.2,131.3,Beginner,Evening,Cognitive,81.5
19.0,30.1,65.2,14.7,302.1,4.5,7.9,117.5,Expert,Morning,Creative,87.8
11.3,37.1,63.5,19.0,308.2,4.0,8.7,85.3,Expert,Afternoon,Creative,82.3
10.6,19.5,61.9,19.7,344.7,6.7,7.3,215.3,Intermediate,Morning,Analytical,77.6
14.8,24.5,66.2,14.1,234.9,4.1,7.5,132.8,Beginner,Evening,Analytical,75.5
16.2,43.7,83.8,11.1,219.0,2.8,6.4,51.9,Beginner,Evening,Analytical,77.7
12.9,31.7,61.4,19.8,286.1,7.0,6.8,2.2,Expert,Morning,Analytical,90.9
12.8,27.6,70.2,17.8,555.0,3.0,6.0,290.7,Expert,Morning,Cognitive,72.3
13.4,34.8,69.6,17.2,207.2,4.8,5.4,42.7,Beginner,Morning,Creative,85.4
20.7,25.3,77.8,18.7,357.1,5.0,5.2,,Beginner,Afternoon,Creative,77.4
15.0,17.4,65.6,12.4,280.4,1.5,5.7,48.3,Expert,Afternoon,Analytical,85.4
11.1,32.1,51.6,17.2,302.8,5.8,5.6,128.6,Beginner,Evening,Creative,70.9
11.2,25.6,63.0,15.1,327.0,6.7,7.4,138.7,Intermediate,Afternoon,Creative,74.3
14.0,30.6,62.5,17.8,345.2,1.7,7.7,168.0,Expert,Morning,Creative,79.2
16.0,32.0,68.2,18.4,334.1,4.1,6.4,114.5,Beginner,Evening,Analytical,78.4
16.9,30.9,,18.9,330.1,6.7,5.7,114.7,Intermediate,Afternoon,Creative,69.1
15.5,19.7,72.7,17.8,343.5,0.7,10.2,55.9,Beginner,Afternoon,Creative,83.2
11.6,30.2,60.1,16.8,295.0,5.3,6.3,104.7,Beginner,Morning,Creative,81.8
13.3,32.7,68.4,16.9,284.4,1.5,6.1,122.3,Expert,Afternoon,Cognitive,88.7
17.9,21.6,63.1,17.1,204.1,3.4,4.6,122.5,Intermediate,Evening,Cognitive,83.5
10.4,20.9,61.2,14.1,351.9,3.6,7.8,109.9,Expert,Afternoon,Creative,87.1
13.1,23.6,62.3,14.9,285.7,1.6,9.7,,Intermediate,Morning,Creative,88.6
17.4,34.5,66.7,17.2,419.2,2.2,6.7,42.3,Beginner,Afternoon,Creative,71.3
18.5,18.0,79.6,18.0,356.9,3.9,6.5,210.5,Beginner,Evening,Creative,72.2
14.2,35.0,39.8,14.0,367.5,6.8,7.4,155.3,Beginner,Morning,Creative,63.9
13.4,32.4,65.4,12.8,355.3,5.0,7.5,261.5,Beginner,Afternoon,Creative,64.2
9.7,28.5,60.4,11.0,346.5,0.7,3.3,144.1,Beginner,Evening,Cognitive,71.3
17.1,21.1,58.2,12.2,343.8,4.9,8.0,160.0,Beginner,Morning,Analytical,76.2
,25.2,36.4,14.4,348.5,4.1,9.8,65.7,Intermediate,Afternoon,Creative,77.4
25.3,34.7,65.8,14.7,328.7,2.7,7.1,208.1,Intermediate,Afternoon,Creative,72.1
16.5,37.5,58.8,15.2,570.4,3.1,6.8,14.0,Intermediate,Afternoon,Creative,64.5
,23.8,51.7,12.4,261.1,5.0,8.2,158.7,Intermediate,Afternoon,Analytical,72.9
11.3,36.9,60.4,10.6,341.1,0.9,8.0,,Beginner,Morning,Creative,71.3
7.5,34.1,57.1,16.4,384.6,2.7,7.3,207.5,Beginner,Afternoon,Creative,62.9
15.7,30.0,42.6,16.4,313.7,1.7,8.2,112.2,Intermediate,Morning,Analytical,71.5
,25.6,60.9,17.9,327.6,2.4,8.2,122.3,Intermediate,Afternoon,Creative,72.8
20.1,26.5,65.8,18.4,254.1,4.7,5.2,4.1,Beginner,Morning,Analytical,85.1
19.5,40.9,54.5,17.2,297.3,4.1,5.3,6.4,Expert,Morning,Analytical,88.2
16.0,31.1,62.6,16.3,258.6,5.3,,142.2,Intermediate,Evening,Creative,84.7
16.4,38.0,61.1,18.6,262.0,-0.5,4.7,188.3,Intermediate,Afternoon,Cognitive,83.3
